,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.9247431521807997,9.252963941274034,974.0,131.0,193.0,130.0,0.0,197.0,261.0,192.0,194.0,139.0,260.0,70.0,394.0,391.0,651.0,137.0
1,0.9721806086552481,3.0994354188270536,1145.0,19.0,10.0,14.0,18.0,22.0,33.0,12.0,27.0,21.0,17.0,28.0,34.0,9.0,45.0,23.0
2,0.9172411529037433,16.272973973109657,2564.0,13.0,22.0,14.0,23.0,0.0,32.0,24.0,33.0,25.0,12.0,34.0,179.0,21.0,178.0,211.0
3,0.8715757653734334,-25.972687007874015,1738.0,139.0,23.0,72.0,137.0,29.0,70.0,299.0,285.0,370.0,145.0,80.0,232.0,146.0,284.0,506.0
4,0.9222459592758981,-21.468062200956936,1416.0,47.0,17.0,93.0,26.0,28.0,15.0,13.0,10.0,24.0,8.0,23.0,98.0,42.0,89.0,39.0
5,0.986055768276172,1.8718823529411766,2572.0,20.0,21.0,17.0,19.0,23.0,18.0,22.0,16.0,24.0,14.0,15.0,25.0,26.0,41.0,44.0
6,0.8557430074476232,17.56203931203931,1494.0,0.0,113.0,111.0,146.0,117.0,35.0,119.0,27.0,182.0,73.0,298.0,121.0,296.0,76.0,25.0
7,0.8966253414136222,-7.3007826610475615,1543.0,28.0,22.0,15.0,61.0,13.0,128.0,83.0,89.0,329.0,45.0,258.0,85.0,130.0,114.0,445.0
8,0.8305113499897238,9.660524111523275,1237.0,0.0,235.0,66.0,439.0,559.0,207.0,144.0,232.0,132.0,407.0,233.0,250.0,183.0,463.0,213.0
9,0.9717050574254984,36.22215876641919,1314.0,20.0,0.0,11.0,41.0,66.0,43.0,9.0,32.0,89.0,33.0,60.0,23.0,93.0,61.0,44.0
10,0.9189116588556049,21.222931470552812,960.0,0.0,26.0,105.0,106.0,84.0,195.0,110.0,80.0,71.0,263.0,193.0,102.0,116.0,279.0,183.0
11,0.9206987148032528,-11.962103728895906,1426.0,66.0,10.0,198.0,194.0,187.0,93.0,129.0,94.0,227.0,42.0,19.0,88.0,285.0,96.0,218.0
12,0.8396244142688737,4.398034696105786,980.0,77.0,76.0,29.0,50.0,31.0,227.0,30.0,0.0,150.0,8.0,7.0,153.0,510.0,206.0,105.0
13,0.9011217417004472,31.660387342575934,2294.0,0.0,38.0,144.0,36.0,105.0,138.0,175.0,146.0,106.0,16.0,108.0,32.0,174.0,275.0,50.0
14,0.8987808681251758,2.875,1999.0,21.0,22.0,23.0,24.0,25.0,26.0,40.0,159.0,20.0,156.0,559.0,157.0,648.0,286.0,311.0
15,0.9053449440482347,13.164939550949914,4102.0,59.0,20.0,148.0,101.0,167.0,119.0,0.0,120.0,179.0,269.0,83.0,102.0,36.0,250.0,131.0
16,0.9579344766319413,1.9724154473494844,427.0,11.0,102.0,13.0,40.0,21.0,60.0,52.0,59.0,209.0,30.0,167.0,107.0,10.0,31.0,229.0
17,0.9136320241384241,5.949882075471698,2053.0,237.0,272.0,159.0,285.0,320.0,20.0,23.0,90.0,273.0,229.0,141.0,181.0,235.0,336.0,363.0
18,0.9110115964392629,-31.76776849497518,1588.0,110.0,29.0,302.0,85.0,274.0,83.0,329.0,383.0,112.0,138.0,497.0,330.0,166.0,131.0,116.0
19,0.9557976830930505,18.600284090909092,2175.0,13.0,0.0,45.0,11.0,41.0,90.0,104.0,182.0,22.0,200.0,186.0,59.0,163.0,137.0,155.0
20,0.8727576799599656,-5.576189326249698,1633.0,182.0,72.0,109.0,179.0,402.0,195.0,217.0,111.0,435.0,329.0,241.0,247.0,294.0,184.0,221.0
21,0.9542310704238672,1.801383399209486,1722.0,37.0,18.0,12.0,15.0,35.0,75.0,23.0,32.0,17.0,27.0,111.0,45.0,120.0,57.0,105.0
22,0.9314077982993499,21.144495412844037,1141.0,0.0,152.0,182.0,91.0,59.0,211.0,26.0,93.0,187.0,99.0,70.0,55.0,393.0,185.0,30.0
23,0.9147548844219431,22.483910090556275,1533.0,0.0,206.0,209.0,104.0,55.0,159.0,205.0,103.0,214.0,30.0,169.0,44.0,112.0,210.0,363.0
24,0.8767421307457769,6.622859787135585,1255.0,26.0,25.0,35.0,0.0,27.0,24.0,144.0,139.0,36.0,247.0,444.0,23.0,22.0,38.0,18.0
25,0.9211329964178887,6.391253914859065,1457.0,183.0,209.0,79.0,52.0,104.0,23.0,30.0,522.0,313.0,392.0,339.0,28.0,31.0,29.0,0.0
26,0.9214080679269421,10.563164749294552,1420.0,75.0,100.0,25.0,50.0,0.0,30.0,33.0,13.0,12.0,16.0,15.0,14.0,125.0,19.0,176.0
27,0.9195664889848636,25.511418767009822,1500.0,28.0,0.0,85.0,113.0,282.0,86.0,108.0,14.0,210.0,83.0,26.0,202.0,310.0,283.0,191.0
28,0.9231443078429793,9.84165502793296,1631.0,9.0,13.0,17.0,21.0,32.0,28.0,81.0,20.0,87.0,40.0,59.0,71.0,298.0,204.0,318.0
29,0.8511506152771467,0.9517361111111111,1456.0,37.0,45.0,127.0,39.0,129.0,112.0,183.0,118.0,41.0,120.0,104.0,87.0,54.0,117.0,56.0
30,0.9046965464672713,19.380710659898476,3329.0,31.0,23.0,79.0,40.0,24.0,0.0,157.0,70.0,54.0,68.0,52.0,338.0,181.0,260.0,286.0
31,0.9897695153202135,31.66420619554695,4140.0,7.0,9.0,34.0,0.0,19.0,6.0,8.0,1.0,20.0,47.0,12.0,24.0,18.0,46.0,10.0
32,0.8831580145871071,12.369430545627829,1015.0,0.0,107.0,140.0,142.0,33.0,221.0,105.0,211.0,247.0,176.0,185.0,72.0,184.0,37.0,18.0
33,0.9939152802617537,21.799167162403332,2915.0,65.0,27.0,49.0,51.0,28.0,63.0,55.0,25.0,30.0,82.0,0.0,66.0,87.0,35.0,23.0
34,0.8805708263429134,12.21999304186478,1436.0,44.0,265.0,177.0,89.0,0.0,132.0,43.0,309.0,264.0,664.0,443.0,19.0,41.0,620.0,16.0
35,0.9820140863225051,12.167039962277496,1361.0,26.0,30.0,28.0,0.0,32.0,52.0,34.0,33.0,53.0,29.0,55.0,31.0,63.0,59.0,101.0
36,0.9096031832715358,8.379047395588925,1223.0,11.0,240.0,12.0,26.0,28.0,14.0,0.0,120.0,318.0,122.0,118.0,110.0,198.0,362.0,31.0
37,0.9330467126856496,14.986150907354347,1900.0,29.0,26.0,32.0,0.0,100.0,27.0,128.0,19.0,17.0,99.0,107.0,6.0,78.0,10.0,233.0
38,0.9580911692314306,0.34929251036838255,1293.0,47.0,41.0,44.0,72.0,70.0,74.0,21.0,22.0,45.0,48.0,37.0,271.0,266.0,17.0,223.0
39,0.9534202385019617,6.605628699118251,1355.0,18.0,67.0,33.0,45.0,19.0,42.0,169.0,0.0,32.0,100.0,38.0,36.0,31.0,23.0,308.0
40,0.9198053707888695,22.931554661618552,2060.0,0.0,120.0,45.0,75.0,192.0,302.0,222.0,334.0,55.0,667.0,281.0,336.0,37.0,312.0,305.0
41,0.9086782035961505,28.564336492890995,1293.0,0.0,113.0,38.0,226.0,261.0,374.0,299.0,412.0,154.0,339.0,336.0,152.0,39.0,223.0,532.0
42,0.9286609098394293,-36.510033752684876,1568.0,53.0,55.0,220.0,384.0,213.0,215.0,423.0,264.0,263.0,109.0,529.0,269.0,318.0,438.0,273.0
43,0.889029996257206,-10.560754272245138,991.0,219.0,63.0,180.0,194.0,95.0,122.0,323.0,273.0,32.0,234.0,111.0,119.0,112.0,137.0,417.0
44,0.934052558058398,13.726422841260817,2469.0,111.0,222.0,0.0,218.0,42.0,167.0,54.0,43.0,48.0,53.0,74.0,69.0,336.0,169.0,27.0
45,0.902316985798147,28.717935808684707,1755.0,0.0,175.0,101.0,174.0,135.0,276.0,167.0,304.0,212.0,349.0,205.0,104.0,376.0,302.0,377.0
46,0.9478203379719301,-0.06447789498636956,602.0,85.0,130.0,35.0,40.0,39.0,170.0,36.0,37.0,28.0,34.0,87.0,254.0,41.0,11.0,345.0
47,0.9476676343464997,-24.493681550126368,2783.0,28.0,8.0,9.0,6.0,93.0,83.0,56.0,46.0,38.0,67.0,85.0,120.0,130.0,68.0,104.0
48,0.9322165286962715,13.10839119689302,3654.0,45.0,89.0,134.0,26.0,88.0,46.0,21.0,28.0,0.0,19.0,64.0,71.0,48.0,12.0,78.0
49,0.9388725997352585,9.261813770094024,3533.0,46.0,67.0,50.0,74.0,35.0,47.0,30.0,354.0,445.0,17.0,483.0,52.0,210.0,416.0,92.0
50,0.9702907527815913,12.691458113030196,1354.0,16.0,0.0,9.0,27.0,225.0,149.0,180.0,187.0,43.0,76.0,26.0,28.0,24.0,111.0,220.0
51,0.9682935678030072,26.599354761620265,2209.0,26.0,29.0,17.0,0.0,103.0,77.0,22.0,31.0,37.0,35.0,11.0,129.0,56.0,15.0,4.0
52,0.9344642931645161,9.561460987744205,2835.0,87.0,16.0,28.0,89.0,63.0,17.0,114.0,19.0,90.0,39.0,91.0,0.0,40.0,38.0,64.0
53,0.8993554925210119,26.21945971790581,1252.0,0.0,98.0,105.0,131.0,336.0,167.0,261.0,126.0,162.0,169.0,229.0,391.0,479.0,32.0,231.0
54,0.9301955785039567,35.623586612392586,1983.0,0.0,72.0,96.0,122.0,213.0,195.0,218.0,117.0,142.0,330.0,401.0,71.0,259.0,188.0,244.0
55,0.9657260009287757,-0.7387626872885452,3173.0,24.0,25.0,14.0,75.0,57.0,26.0,74.0,15.0,44.0,228.0,95.0,208.0,4.0,85.0,9.0
56,0.8620141549652653,6.697249826669748,1076.0,236.0,242.0,47.0,144.0,232.0,145.0,234.0,278.0,0.0,190.0,92.0,98.0,235.0,279.0,287.0
57,0.8436591298001423,8.816656680647094,1703.0,208.0,39.0,18.0,417.0,335.0,199.0,125.0,205.0,0.0,500.0,126.0,165.0,17.0,159.0,245.0
58,0.9588290787730658,21.135794743429287,4324.0,23.0,22.0,40.0,14.0,0.0,39.0,49.0,31.0,24.0,30.0,50.0,59.0,48.0,32.0,58.0
59,0.9712019210401188,17.614335260115606,3526.0,31.0,12.0,21.0,39.0,13.0,17.0,103.0,22.0,0.0,16.0,29.0,45.0,8.0,7.0,171.0
60,0.9520476962154699,30.056151940545003,3733.0,0.0,24.0,18.0,38.0,31.0,11.0,9.0,16.0,22.0,33.0,68.0,45.0,125.0,101.0,186.0
61,0.9584118737926957,-12.176382142030997,1043.0,34.0,23.0,29.0,21.0,30.0,33.0,56.0,43.0,82.0,22.0,18.0,46.0,55.0,65.0,17.0
62,0.989541721687367,-44.7389385954161,7147.0,13.0,18.0,44.0,53.0,59.0,47.0,42.0,64.0,33.0,70.0,36.0,24.0,27.0,87.0,25.0
63,0.875794116555242,27.574942936850114,3354.0,0.0,135.0,34.0,104.0,205.0,306.0,340.0,308.0,134.0,23.0,30.0,24.0,66.0,101.0,374.0
64,0.9679372002225425,6.743025493025493,703.0,55.0,56.0,0.0,164.0,43.0,380.0,156.0,272.0,200.0,216.0,387.0,108.0,209.0,221.0,171.0
65,0.95007576915849,-7.274826513519981,2875.0,11.0,8.0,9.0,20.0,19.0,30.0,41.0,18.0,39.0,32.0,55.0,34.0,40.0,22.0,25.0
66,0.9491426114454798,7.394477085781434,1837.0,242.0,138.0,33.0,208.0,415.0,34.0,381.0,28.0,345.0,347.0,103.0,25.0,31.0,173.0,0.0
67,0.9246908899398657,23.91204362256994,1150.0,0.0,31.0,97.0,128.0,192.0,98.0,124.0,120.0,89.0,90.0,196.0,186.0,183.0,217.0,189.0
68,0.9384673560252379,37.943308550185876,2377.0,0.0,32.0,16.0,120.0,125.0,211.0,25.0,18.0,91.0,123.0,118.0,308.0,20.0,52.0,35.0
69,0.939914819427889,32.201848667239894,2337.0,0.0,57.0,43.0,17.0,5.0,61.0,21.0,8.0,123.0,14.0,66.0,9.0,122.0,25.0,4.0
70,0.9346296245531589,15.084794952681388,1582.0,12.0,0.0,17.0,19.0,27.0,30.0,35.0,23.0,16.0,13.0,22.0,63.0,123.0,139.0,34.0
71,0.982828714173612,-0.6210185351808529,1661.0,8.0,9.0,19.0,6.0,5.0,2.0,34.0,12.0,11.0,43.0,89.0,17.0,31.0,25.0,38.0
72,0.920524893905849,2.1439888164026093,1119.0,21.0,11.0,30.0,34.0,134.0,46.0,130.0,136.0,225.0,131.0,401.0,19.0,270.0,86.0,479.0
73,0.9073146409027338,7.469315403422983,3639.0,23.0,17.0,16.0,28.0,10.0,38.0,44.0,119.0,27.0,132.0,113.0,19.0,67.0,247.0,399.0
74,0.8473855494206902,-7.687970838396112,1622.0,77.0,232.0,230.0,600.0,198.0,194.0,305.0,267.0,23.0,437.0,354.0,72.0,28.0,541.0,74.0
75,0.9311115107668686,0.7818385929898964,594.0,49.0,29.0,3.0,112.0,55.0,35.0,38.0,25.0,2.0,37.0,65.0,137.0,388.0,105.0,139.0
76,0.8504656888325551,-1.046485515382888,1418.0,37.0,39.0,218.0,361.0,357.0,403.0,299.0,336.0,467.0,409.0,251.0,573.0,257.0,371.0,536.0
77,0.9461773140177149,25.252831524303918,772.0,0.0,65.0,124.0,54.0,98.0,152.0,131.0,123.0,132.0,240.0,155.0,52.0,20.0,57.0,24.0
78,0.8852629993315618,18.397158053504803,1413.0,0.0,252.0,152.0,155.0,301.0,504.0,300.0,506.0,102.0,307.0,255.0,211.0,507.0,758.0,503.0
79,0.8565349508982941,13.257366687438797,1215.0,138.0,277.0,0.0,93.0,415.0,135.0,92.0,290.0,458.0,280.0,188.0,286.0,142.0,326.0,480.0
80,0.9745719644557312,11.770332662483723,1551.0,29.0,11.0,10.0,12.0,14.0,0.0,7.0,13.0,8.0,23.0,16.0,86.0,30.0,18.0,6.0
81,0.8965858947269619,25.054904306220095,1558.0,30.0,0.0,31.0,91.0,178.0,295.0,293.0,122.0,457.0,386.0,301.0,356.0,323.0,325.0,263.0
82,0.9389104020279514,25.967779151215492,2091.0,0.0,439.0,275.0,494.0,330.0,108.0,43.0,163.0,51.0,109.0,40.0,53.0,27.0,48.0,164.0
83,0.9901428974340126,10.225323115635366,9773.0,20.0,22.0,21.0,23.0,19.0,18.0,24.0,85.0,87.0,86.0,84.0,88.0,25.0,89.0,121.0
84,0.9506709571766784,-24.960754090585723,4735.0,25.0,44.0,85.0,53.0,70.0,117.0,40.0,35.0,42.0,57.0,61.0,72.0,203.0,49.0,51.0
85,0.9933979774921429,40.03846153846154,9406.0,12.0,11.0,10.0,13.0,0.0,9.0,33.0,32.0,34.0,26.0,55.0,23.0,56.0,1.0,131.0
86,0.9503692522149412,6.500892325996431,3142.0,13.0,38.0,28.0,20.0,23.0,41.0,114.0,73.0,25.0,191.0,51.0,31.0,43.0,223.0,228.0
87,0.8585540629635909,-18.94814814814815,1349.0,20.0,10.0,46.0,23.0,138.0,31.0,289.0,76.0,183.0,176.0,545.0,245.0,251.0,32.0,323.0
88,0.9033609619303377,5.272057074910821,817.0,31.0,93.0,0.0,218.0,25.0,95.0,89.0,222.0,132.0,249.0,114.0,121.0,119.0,120.0,83.0
89,0.8606491127407288,4.624,930.0,96.0,238.0,334.0,286.0,382.0,335.0,481.0,383.0,476.0,428.0,142.0,146.0,380.0,529.0,0.0
90,0.9522772128323223,-15.514985422740525,1527.0,97.0,65.0,32.0,193.0,133.0,129.0,225.0,228.0,127.0,260.0,199.0,161.0,132.0,101.0,220.0
91,0.9901052764290535,57.247233833292356,4413.0,18.0,0.0,12.0,29.0,47.0,22.0,17.0,118.0,10.0,57.0,90.0,13.0,43.0,8.0,14.0
92,0.9568138297352446,22.50284817484306,2965.0,0.0,69.0,59.0,45.0,214.0,30.0,25.0,205.0,49.0,52.0,32.0,146.0,212.0,203.0,65.0
93,0.9863599926729335,-5.817246723967874,2558.0,16.0,15.0,29.0,36.0,37.0,41.0,61.0,58.0,42.0,48.0,24.0,47.0,10.0,254.0,12.0
94,0.9427315431869259,2.611245758603975,1265.0,101.0,28.0,29.0,21.0,115.0,220.0,20.0,94.0,47.0,76.0,200.0,126.0,57.0,366.0,48.0
95,0.9568625711511362,15.819414185427258,1868.0,0.0,135.0,125.0,130.0,107.0,75.0,85.0,96.0,86.0,111.0,122.0,74.0,25.0,90.0,43.0
96,0.8469040508828203,6.734561213434453,733.0,13.0,0.0,193.0,19.0,173.0,9.0,52.0,209.0,58.0,228.0,202.0,154.0,189.0,170.0,246.0
97,0.8764563570070392,19.72281979149429,1432.0,166.0,0.0,333.0,276.0,332.0,499.0,167.0,56.0,57.0,389.0,502.0,605.0,495.0,609.0,223.0
98,0.8736648943446362,23.58648553694812,1531.0,0.0,116.0,115.0,222.0,156.0,120.0,119.0,236.0,193.0,356.0,148.0,392.0,74.0,79.0,272.0
